"Звездолёт «Вояджер» дебютировал на телеэкране в январе 1995 года в эпизоде «Опекун», самом дорогом пилоте в истории телевидения, который, как сообщается, стоил 23 миллиона $.","Звездолёт «Вояджер» дебютировал на телеэкране в январе 1995 года в эпизоде «Опекун», самом дорогом пилоте в истории телевидения, который, как сообщается, стоил 23 миллиона долларов."
"В американском прокате фильм прошёл неудачно, собрав лишь 22 миллиона $ США (при бюджете в 45 миллионов).","В американском прокате фильм прошёл неудачно, собрав лишь 22 миллиона долларов США (при бюджете в 45 миллионов)."
"«Who Wants to Be a Millionaire?» — американская телеигра, где каждый участник с помощью своей эрудиции мог заработать 1 миллион $.","«Who Wants to Be a Millionaire?» — американская телеигра, где каждый участник с помощью своей эрудиции мог заработать 1 миллион долларов."
"Согласно Отчёту президента США Гарри Трумэна Конгрессу, по состоянию на 2 сентября 1945 года обратный ленд-лиз из СССР составил 2 212 698 $.","Согласно Отчёту президента США Гарри Трумэна Конгрессу, по состоянию на 2 сентября 1945 года обратный ленд-лиз из СССР составил 2 212 698 долларов."
"Фильм имел коммерческий и критический успех, собрав по всему миру 286 миллионов $ при бюджете в 85 миллионов $, а также став вторым самым кассовым музыкальным байопиком всех времен после «Богемской рапсодии» (2018) и четвёртым самым кассовым фильмом австралийского производства.","Фильм имел коммерческий и критический успех, собрав по всему миру 286 миллионов долларов при бюджете в 85 миллионов долларов, а также став вторым самым кассовым музыкальным байопиком всех времен после «Богемской рапсодии» (2018) и четвёртым самым кассовым фильмом австралийского производства."
"«Ведьма из Блэр: Курсовая с того света» собрал почти 250 миллионов $ по всему миру, став одним из самых успешных независимых фильмов всех времён, а также 41-м самым кассовым фильмом ужасов в истории.","«Ведьма из Блэр: Курсовая с того света» собрал почти 250 миллионов долларов по всему миру, став одним из самых успешных независимых фильмов всех времён, а также 41-м самым кассовым фильмом ужасов в истории."
"Индекс рассчитывается как взятое с поправочным коэффициентом среднее геометрическое взвешенное курсов $ к этим валютам по формуле:","Индекс рассчитывается как взятое с поправочным коэффициентом среднее геометрическое взвешенное курсов доллара к этим валютам по формуле:"
"По состоянию на август 2021 года президентом Иллинойсского университета является Тимоти Киллин, по данным 2020 года за свою работу он получал 835 000 $ в год.","По состоянию на август 2021 года президентом Иллинойсского университета является Тимоти Киллин, по данным 2020 года за свою работу он получал 835 000 долларов в год."
"В 2007 году центр получил грант в размере 30 миллионов $ от благотворительной корпорации Карнеги.","В 2007 году центр получил грант в размере 30 миллионов долларов от благотворительной корпорации Карнеги."
"Парк открылся 1 августа 1961 года, его строительство обошлось в 10 миллионов $.","Парк открылся 1 августа 1961 года, его строительство обошлось в 10 миллионов долларов."
"Чтобы зарезервировать место в очереди, многие участники жертвовали по 10 $.","Чтобы зарезервировать место в очереди, многие участники жертвовали по 10 долларов."
"По расчету стоимости НАСА, проект оценивался в 2,5 млрд $.","По расчету стоимости НАСА, проект оценивался в 2,5 млрд долларов."
"Мост стоимостью 1 миллиард $ США, финансируемый из частных источников, был передан японской фирме IHI Infrastructure System Co.","Мост стоимостью 1 миллиард долларов США, финансируемый из частных источников, был передан японской фирме IHI Infrastructure System Co."
"Миллиарде́рами называют людей, состояние которых превышает 1 миллиард, чаще всего — $ США.","Миллиарде́рами называют людей, состояние которых превышает 1 миллиард, чаще всего — долларов США."
"Фильм стал финансовым разочарованием, собрав 179 миллионов $ во всём мире и оказавшись наименее прибыльным из серии.","Фильм стал финансовым разочарованием, собрав 179 миллионов долларов во всём мире и оказавшись наименее прибыльным из серии."
"Бюджет турнира составил около 2,5 миллиона $, а команда-победитель получила 75 тысяч $.","Бюджет турнира составил около 2,5 миллиона долларов, а команда-победитель получила 75 тысяч долларов."
"Dropbox был признан одним из самых ценных стартапов в США и мире с оценкой более 10 миллиардов $ США.","Dropbox был признан одним из самых ценных стартапов в США и мире с оценкой более 10 миллиардов долларов США."
"Премьера мультфильма состоялась 14 ноября 1998 года, лента собрала в прокате 363 млн $.","Премьера мультфильма состоялась 14 ноября 1998 года, лента собрала в прокате 363 млн долларов."
"Первоначально задуманный и предложенный аниматором Disney Гленом Кином в 2001 году, мультфильм провёл шесть лет в производстве по бюджету, который оценивается в 260 миллионов $, что делает его самым дорогим мультфильмом всех времён и одним из самых дорогих фильмов всех времён.","Первоначально задуманный и предложенный аниматором Disney Гленом Кином в 2001 году, мультфильм провёл шесть лет в производстве по бюджету, который оценивается в 260 миллионов долларов, что делает его самым дорогим мультфильмом всех времён и одним из самых дорогих фильмов всех времён."
"Стоимость реликвии в 2017 году оценивалась в 1 млн. $ или 1 млн. €..","Стоимость реликвии в 2017 году оценивалась в 1 млн. долларов или 1 млн. евро.."
"В 2018 году бренд Mercedes-Benz оценивался в 48,601 млрд $, удерживая второе место (после Toyota) среди компаний-производителей автомобилей и восьмое место среди всех брендов мира.","В 2018 году бренд Mercedes-Benz оценивался в 48,601 млрд долларов, удерживая второе место (после Toyota) среди компаний-производителей автомобилей и восьмое место среди всех брендов мира."
"В январе 2023 года бренд Mercedes-Benz по оценке Brand Finance среди автобрендов занял второе место, оцениваясь в 58,8 млрд $, уступив первое место бренду Tesla.","В январе 2023 года бренд Mercedes-Benz по оценке Brand Finance среди автобрендов занял второе место, оцениваясь в 58,8 млрд долларов, уступив первое место бренду Tesla."
"Unity Technologies объявила о своем плане приобрести Parsec за 320 миллионов $ в августе 2021 года, и ожидается, что сделка будет закрыта к третьему кварталу 2021 года.","Unity Technologies объявила о своем плане приобрести Parsec за 320 миллионов долларов в августе 2021 года, и ожидается, что сделка будет закрыта к третьему кварталу 2021 года."
"Фильм заработал 127 миллионов $ по всему миру и получил в целом негативные отзывы от критиков.","Фильм заработал 127 миллионов долларов по всему миру и получил в целом негативные отзывы от критиков."
"С бюджетом в 8 миллионов $, он считается одним из самых дорогих когда-либо созданных порнофильмов.","С бюджетом в 8 миллионов долларов, он считается одним из самых дорогих когда-либо созданных порнофильмов."
"21 ноября 2008 года фильм «Сумерки» вышел в прокат, он собрал более 393 миллионов $ США по всему миру.","21 ноября 2008 года фильм «Сумерки» вышел в прокат, он собрал более 393 миллионов долларов США по всему миру."
"В 2018 году соревнование относилось к международной категории турниров, проводящейся в рамках WTA Тура с призовым фондом 250 тысяч $ и турнирной сеткой, рассчитанной на 32 участницы в одиночном разряде и 16 пар.","В 2018 году соревнование относилось к международной категории турниров, проводящейся в рамках WTA Тура с призовым фондом 250 тысяч долларов и турнирной сеткой, рассчитанной на 32 участницы в одиночном разряде и 16 пар."
"По данным Forbes, Микати является самым богатым человеком в Ливане, его состояние на 2023 год составило 2,8 миллиарда $.","По данным Forbes, Микати является самым богатым человеком в Ливане, его состояние на 2023 год составило 2,8 миллиарда долларов."
"Биржевой крах 1873 года привёл к банкротству её мужа, и Пинкхэм по совету одного из своих сыновей решила в 1875 году продавать своё средство по $ за бутылочку, а её сыновья выступали в роли рекламщиков и распространителей листовок.","Биржевой крах 1873 года привёл к банкротству её мужа, и Пинкхэм по совету одного из своих сыновей решила в 1875 году продавать своё средство по доллару за бутылочку, а её сыновья выступали в роли рекламщиков и распространителей листовок."
"Каких-либо медицинских исследований настойки Пинкхэм профессиональными медиками никогда не проводилась, но снадобье приобрело достаточно большую популярность в Америке, а Пинкхэм, которая уже смогла позволить себе создать целую лабораторию по его производству, стала зарабатывать более 300 тысяч $ в год.","Каких-либо медицинских исследований настойки Пинкхэм профессиональными медиками никогда не проводилась, но снадобье приобрело достаточно большую популярность в Америке, а Пинкхэм, которая уже смогла позволить себе создать целую лабораторию по его производству, стала зарабатывать более 300 тысяч долларов в год."
"о поставке Li-ion аккумуляторов на 43 миллиона $.","о поставке Li-ion аккумуляторов на 43 миллиона долларов."
"Кири́лл Никола́евич Шама́лов (род. 22 марта 1982, Ленинград) — российский предприниматель, в рейтинге самых богатых российских бизнесменов в 2018 году занимал 75-е место (1400 млн $).","Кири́лл Никола́евич Шама́лов (род. 22 марта 1982, Ленинград) — российский предприниматель, в рейтинге самых богатых российских бизнесменов в 2018 году занимал 75-е место (1400 млн долларов)."
"По состоянию на 2019 год Кирилл Шамалов не является долларовым миллиардером, Forbes оценивает его состояние в 950 млн $.","По состоянию на 2019 год Кирилл Шамалов не является долларовым миллиардером, Forbes оценивает его состояние в 950 млн долларов."
"Стоимость разработки и изготовления камеры составила 101 млн $ США.","Стоимость разработки и изготовления камеры составила 101 млн долларов США."
"Несмотря на в целом благосклонную реакцию критиков фильм провалился в прокате, собрав всего 10 млн $ при бюджете в 17 млн.","Несмотря на в целом благосклонную реакцию критиков фильм провалился в прокате, собрав всего 10 млн долларов при бюджете в 17 млн."
"Сама Валентина Соловьёва назвала сумму в 150 000 000 $.","Сама Валентина Соловьёва назвала сумму в 150 000 000 долларов."
"Принглс (англ. Pringles) — ® пшенично-картофельных чипсов, производимых компанией Kellanova (до 5 апреля 2011 года — Procter & Gamble; в феврале 2012 года ведущий производитель продуктов питания в США компания Kellanova договорилась с Procter & Gamble о приобретении у неё бизнеса по производству чипсов Pringles за 2,7 миллиарда $).","Принглс (англ. Pringles) — торговая марка пшенично-картофельных чипсов, производимых компанией Kellanova (до 5 апреля 2011 года — Procter & Gamble; в феврале 2012 года ведущий производитель продуктов питания в США компания Kellanova договорилась с Procter & Gamble о приобретении у неё бизнеса по производству чипсов Pringles за 2,7 миллиарда долларов)."
"При выходе консоль стоила 499 бразильских песо, но в течение полугода её снизили до 299 (около 170 $ США), а игры продавались по цене около 10 $.","При выходе консоль стоила 499 бразильских песо, но в течение полугода её снизили до 299 (около 170 долларов США), а игры продавались по цене около 10 долларов."
"C бюджетом в 7 миллионов $ фильм набрал > 15 миллионов $.","C бюджетом в 7 миллионов долларов фильм набрал больше 15 миллионов долларов."
"Будучи одним из самых богатых (107 млн $, 2017) и активных представителей греческой общины США и диаспоры в целом, является основателем, председателем совета директоров и CEO ООО «Chartwell Hotels» (компания основана в 2006 году).","Будучи одним из самых богатых (107 млн долларов, 2017) и активных представителей греческой общины США и диаспоры в целом, является основателем, председателем совета директоров и CEO ООО «Chartwell Hotels» (компания основана в 2006 году)."
"В США фильм собрал 101 071 502 $, а во всём мире — 206 071 052 $.","В США фильм собрал 101 071 502 доллара, а во всём мире — 206 071 052 доллара."
"По данным издания Forbes, в списке богатейших бизнесменов России в 2021 году занимал 32-е место с состоянием 4,7 миллиарда $, в списке наиболее состоятельных людей мира — 608-е место.","По данным издания Forbes, в списке богатейших бизнесменов России в 2021 году занимал 32-е место с состоянием 4,7 миллиарда долларов, в списке наиболее состоятельных людей мира — 608-е место."
"Результатом невыплаты этой задолженности вовремя является то, что компания взимает штраф за просрочку платежа (как правило, в США от 10 до 40 $) и сообщает о несвоевременной оплате агентствам по кредитному рейтингу.","Результатом невыплаты этой задолженности вовремя является то, что компания взимает штраф за просрочку платежа (как правило, в США от 10 до 40 долларов) и сообщает о несвоевременной оплате агентствам по кредитному рейтингу."
"и через год принял участие в создании компании Fonality, предлагающей решения VoIP на основе программного обеспечения с открытым исходным кодом, которая должна была привлечь более 46 млн. $ частного финансирования.","и через год принял участие в создании компании Fonality, предлагающей решения VoIP на основе программного обеспечения с открытым исходным кодом, которая должна была привлечь более 46 млн. долларов частного финансирования."
"В марте 2012 года было объявлено, что в связи с расширеним контракта на постройку кораблей для ВМС США, в ближайшие годы планируется дополнительно инвестировать в развитие производства 160 млн $ и увеличить штат до 4000 человек.","В марте 2012 года было объявлено, что в связи с расширеним контракта на постройку кораблей для ВМС США, в ближайшие годы планируется дополнительно инвестировать в развитие производства 160 млн долларов и увеличить штат до 4000 человек."
"Призовой фонд турнира составляет 5 000 000 иен (примерно 47 000 $).","Призовой фонд турнира составляет 5 000 000 иен (примерно 47 000 долларов)."
"Экономика России занимает 4-е место среди стран мира и 1-е среди стран Европы по объёму ВВП по ППС, который на 2023 год оценивался в 6,45 трлн $ (по данным ВБ).","Экономика России занимает 4-е место среди стран мира и 1-е среди стран Европы по объёму ВВП по ППС, который на 2023 год оценивался в 6,45 трлн долларов (по данным ВБ)."
"10 июня 2016 года было объявлено о начале банкротства Gawker из-за проигранного судебного иска Халку Хогану на сумму в 140 миллионов $, 18 августа Gawker Media объявило о закрытии gawker.com через неделю, и отсутствии влияния этого события на судьбу других активов медиахолдинга.","10 июня 2016 года было объявлено о начале банкротства Gawker из-за проигранного судебного иска Халку Хогану на сумму в 140 миллионов долларов, 18 августа Gawker Media объявило о закрытии gawker.com через неделю, и отсутствии влияния этого события на судьбу других активов медиахолдинга."
"Экономика России занимает 4-е место среди стран мира и 1-е среди стран Европы по объёму ВВП по ППС, который на 2023 год оценивался в 6,45 трлн $ (по данным ВБ).","Экономика России занимает 4-е место среди стран мира и 1-е среди стран Европы по объёму ВВП по ППС, который на 2023 год оценивался в 6,45 трлн долларов (по данным ВБ)."
"По оценке Forbes личное состояние 1,3 млрд $ (2020 год)","По оценке Forbes личное состояние 1,3 млрд долларов (2020 год)"
"Постройка стадиона с благоустройством прилегающих территорий обошлась в 400 млн $ США.","Постройка стадиона с благоустройством прилегающих территорий обошлась в 400 млн долларов США."
"Церковь Святого Иосифа (англ. Saint Joseph's Church, Albany, New York) — римско-католическая церковь в городе Олбани, штат Нью-Йорк; неоготическое здание было построено в 1856—1860 годах по проекту ирландско-американского архитектора Патрика Чарльза Кили (1816—1896); стоимость строительства составила около 250 000 $.","Церковь Святого Иосифа (англ. Saint Joseph's Church, Albany, New York) — римско-католическая церковь в городе Олбани, штат Нью-Йорк; неоготическое здание было построено в 1856—1860 годах по проекту ирландско-американского архитектора Патрика Чарльза Кили (1816—1896); стоимость строительства составила около 250 000 долларов."
"Несмотря на в целом благосклонную реакцию критиков фильм провалился в прокате, собрав всего 10 млн $ при бюджете в 17 млн.","Несмотря на в целом благосклонную реакцию критиков фильм провалился в прокате, собрав всего 10 млн долларов при бюджете в 17 млн."
"Цена шлема составляла порядка 500 и 800 $ США в различные периоды времени.","Цена шлема составляла порядка 500 и 800 долларов США в различные периоды времени."
"В декабре 2015 года корпорация Alibaba Group договорилась с SCMP Group о покупке за 266 млн $ газеты South China Morning Post, агентства наружной рекламы, журналов и интернет-ресурсов (фактически SCMP Group ушла с рынка печатных средств массовой информации, сосредоточившись на других отраслях бизнеса).","В декабре 2015 года корпорация Alibaba Group договорилась с SCMP Group о покупке за 266 млн долларов газеты South China Morning Post, агентства наружной рекламы, журналов и интернет-ресурсов (фактически SCMP Group ушла с рынка печатных средств массовой информации, сосредоточившись на других отраслях бизнеса)."
"По версии журнала «Форбс», по состоянию на январь 2022 года состояние Мошири составляет 2,7 млрд $ США.","По версии журнала «Форбс», по состоянию на январь 2022 года состояние Мошири составляет 2,7 млрд долларов США."
"За свои чрезвычайно «медвежьи» взгляды на $ США, фондовый рынок Соединенных Штатов, рынок облигаций и на экономику Соединённых Штатов он известен под прозвищем «Доктор Судный день» (англ. Dr. Doom).","За свои чрезвычайно «медвежьи» взгляды на доллар США, фондовый рынок Соединенных Штатов, рынок облигаций и на экономику Соединённых Штатов он известен под прозвищем «Доктор Судный день» (англ. Dr. Doom)."
"Во время работы на телевидении Шер зарекомендовала себя как сольный исполнитель, выпустив синглы «Gypsys, Tramps & Thieves», «Half-Breed» и «Dark Lady», которые достигли вершины американских чартов, а после выпуска диско-альбома Take Me Home в 1979 году выступала в Лас-Вегасе в течение трёх лет с 1980 по 1982 год с гонораром 300 000 $ в неделю.","Во время работы на телевидении Шер зарекомендовала себя как сольный исполнитель, выпустив синглы «Gypsys, Tramps & Thieves», «Half-Breed» и «Dark Lady», которые достигли вершины американских чартов, а после выпуска диско-альбома Take Me Home в 1979 году выступала в Лас-Вегасе в течение трёх лет с 1980 по 1982 год с гонораром 300 000 долларов в неделю."
"Мировое турне Living Proof: The Farewell Tour (2002—2005) было признано самым коммерчески успешным турне женщины-исполнителя того времени и до сих пор входит в список самых успешных турне со сборами более 250 миллионов $.","Мировое турне Living Proof: The Farewell Tour (2002—2005) было признано самым коммерчески успешным турне женщины-исполнителя того времени и до сих пор входит в список самых успешных турне со сборами более 250 миллионов долларов."
"Хилл занимал 28-е место в списке самых высокооплачиваемых актёров журнала Forbes с июня 2014 по июнь 2015 года, заработав 16 миллионов $.","Хилл занимал 28-е место в списке самых высокооплачиваемых актёров журнала Forbes с июня 2014 по июнь 2015 года, заработав 16 миллионов долларов."
"Производственный бюджет фильма составил 36 миллионов $, общие сборы — 44 миллиона.","Производственный бюджет фильма составил 36 миллионов долларов, общие сборы — 44 миллиона."
"Во время работы на телевидении Шер зарекомендовала себя как сольный исполнитель, выпустив синглы «Gypsys, Tramps & Thieves», «Half-Breed» и «Dark Lady», которые достигли вершины американских чартов, а после выпуска диско-альбома Take Me Home в 1979 году выступала в Лас-Вегасе в течение трёх лет с 1980 по 1982 год с гонораром 300 000 $ в неделю.","Во время работы на телевидении Шер зарекомендовала себя как сольный исполнитель, выпустив синглы «Gypsys, Tramps & Thieves», «Half-Breed» и «Dark Lady», которые достигли вершины американских чартов, а после выпуска диско-альбома Take Me Home в 1979 году выступала в Лас-Вегасе в течение трёх лет с 1980 по 1982 год с гонораром 300 000 долларов в неделю."
"Мировое турне Living Proof: The Farewell Tour (2002—2005) было признано самым коммерчески успешным турне женщины-исполнителя того времени и до сих пор входит в список самых успешных турне со сборами более 250 миллионов $.","Мировое турне Living Proof: The Farewell Tour (2002—2005) было признано самым коммерчески успешным турне женщины-исполнителя того времени и до сих пор входит в список самых успешных турне со сборами более 250 миллионов долларов."
"Чемпионство на миллион $ (англ. Million Dollar Championship) — это титул по рестлингу в WWE.","Чемпионство на миллион долларов (англ. Million Dollar Championship) — это титул по рестлингу в WWE."
"Первоначально титул был представлен «Человеком на миллион $» Тедом Дибиаси в 1989 году как несанкционированный чемпионат, когда промоушен ещё назывался WWF.","Первоначально титул был представлен «Человеком на миллион долларов» Тедом Дибиаси в 1989 году как несанкционированный чемпионат, когда промоушен ещё назывался WWF."
"Стоимость экспедиции составила свыше 6 миллионов $.","Стоимость экспедиции составила свыше 6 миллионов долларов."
"Empire Slovak Open 2014 — 6-й розыгрыш ежегодного профессионального теннисного турнира среди женщин, проводящегося в словацком городе Трнава и являющегося частью тура ITF в рамках серии турниров с призовым фондом в 75 тысяч $.","Empire Slovak Open 2014 — 6-й розыгрыш ежегодного профессионального теннисного турнира среди женщин, проводящегося в словацком городе Трнава и являющегося частью тура ITF в рамках серии турниров с призовым фондом в 75 тысяч долларов."
"Чемпионом лиги и обладателем 15 тыс. $ США из призового фонда стал коллектив «RoX.KIS».","Чемпионом лиги и обладателем 15 тыс. долларов США из призового фонда стал коллектив «RoX.KIS»."
"Если же курс акций компании «Х» опустится ниже 60 $ за акцию или поднимется выше 80 $, то держатель опциона воспользуется своим правом и будет продавать или покупать акции.","Если же курс акций компании «Х» опустится ниже 60 долларов за акцию или поднимется выше 80 долларов, то держатель опциона воспользуется своим правом и будет продавать или покупать акции."
"С 2010 года ® ∈ британско-нидерландской компании Reckitt Benckiser и оценивается в 3,9 млрд $.","С 2010 года торговая марка принадлежит британско-нидерландской компании Reckitt Benckiser и оценивается в 3,9 млрд долларов."
"Наибольшую известность студии принесли сверхнизкобюджетные (по некоторым оценкам, в районе 200 $) боевики, такие как «Кто убил капитана Алекса?», «Плохой черный», «Тебаатусасула» и т. д.","Наибольшую известность студии принесли сверхнизкобюджетные (по некоторым оценкам, в районе 200 долларов) боевики, такие как «Кто убил капитана Алекса?», «Плохой черный», «Тебаатусасула» и т. д."
