question,answer,count_simple,count_simple_translated,count_simple_long,count_simple_long_translated,count_cases_translated,count_cases_long
"Памятник культуры Малопольского воеводства: регистрационный № А-659 от 2 марта 1993 года.","Памятник культуры Малопольского воеводства: регистрационный номер А-659 от 2 марта 1993 года.",0,0,0,0,1,0
"Четыре, как полагают, автомобиля выжило: самый старый 1904 года, зарегистрированный как U44, шасси 20154, был продан за 3.2 миллионов £ (около 3,6 миллиона после комиссии и налогов) частному коллекционеру из аукционистов Бонэма в декабре 2007 года; AX 148 1905 года, шасси 20162, ∈ коллекции Музея науки Великобритании и обычно его можно увидеть на выставке в Манчестерском Музее науки и промышленности; SU 13, шасси 20165 1907 года ∈ Bentley Motors.","Четыре, как полагают, автомобиля выжило: самый старый 1904 года, зарегистрированный как U44, шасси 20154, был продан за 3.2 миллионов фунтов стерлингов (около 3,6 миллиона после комиссии и налогов) частному коллекционеру из аукционистов Бонэма в декабре 2007 года; AX 148 1905 года, шасси 20162, принадлежит коллекции Музея науки Великобритании и обычно его можно увидеть на выставке в Манчестерском Музее науки и промышленности; SU 13, шасси 20165 1907 года принадлежит Bentley Motors.",0,2,0,0,0,1
"Объявленная стоимость — 750 $ США или 600 £ в комплекте с объективом 20—50 мм; в продаже фотоаппарат появится в конце марта.","Объявленная стоимость — 750 долларов США или 600 фунтов стерлингов в комплекте с объективом 20—50 мм; в продаже фотоаппарат появится в конце марта.",0,0,0,0,1,1
"По данным Forbes, Микати является самым богатым человеком в Ливане, его состояние на 2023 год составило 2,8 миллиарда $.","По данным Forbes, Микати является самым богатым человеком в Ливане, его состояние на 2023 год составило 2,8 миллиарда долларов.",0,0,0,0,1,0
"Флаг утверждён 27 декабря 1999 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 773.","Флаг утверждён 27 декабря 1999 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 773.",0,0,0,0,1,0
"Биржевой крах 1873 года привёл к банкротству её мужа, и Пинкхэм по совету одного из своих сыновей решила в 1875 году продавать своё средство по $ за бутылочку, а её сыновья выступали в роли рекламщиков и распространителей листовок.","Биржевой крах 1873 года привёл к банкротству её мужа, и Пинкхэм по совету одного из своих сыновей решила в 1875 году продавать своё средство по доллару за бутылочку, а её сыновья выступали в роли рекламщиков и распространителей листовок.",0,0,0,0,1,0
"Каких-либо медицинских исследований настойки Пинкхэм профессиональными медиками никогда не проводилась, но снадобье приобрело достаточно большую популярность в Америке, а Пинкхэм, которая уже смогла позволить себе создать целую лабораторию по его производству, стала зарабатывать более 300 тысяч $ в год.","Каких-либо медицинских исследований настойки Пинкхэм профессиональными медиками никогда не проводилась, но снадобье приобрело достаточно большую популярность в Америке, а Пинкхэм, которая уже смогла позволить себе создать целую лабораторию по его производству, стала зарабатывать более 300 тысяч долларов в год.",0,0,0,0,1,0
"о поставке Li-ion аккумуляторов на 43 миллиона $.","о поставке Li-ion аккумуляторов на 43 миллиона долларов.",0,0,0,0,1,0
"Последняя работа Стадницкого — проекты памятного ₽, плакеты и медали для награждения в память 200-летия Гангутской победы.","Последняя работа Стадницкого — проекты памятного рубля, плакеты и медали для награждения в память 200-летия Гангутской победы.",0,0,0,0,1,0
"Флаг утверждён 7 марта 2008 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 4735.","Флаг утверждён 7 марта 2008 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 4735.",0,0,0,0,1,0
"Флаг утверждён 6 июля 2006 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 3195.","Флаг утверждён 6 июля 2006 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 3195.",0,0,0,0,1,0
"% говорящих на испанском, несмотря на близость Венесуэлы и других испаноязычных стран, незначителен, но этот язык является первым иностранным: государственная кампания SAFFL (Spanish As the First Foreign Language — Испанский как первый иностранный язык), запущенная в 2005, предусматривает преподавание испанского в большинстве начальных школ и обучение ему не менее трети государственных чиновников страны.","Процент говорящих на испанском, несмотря на близость Венесуэлы и других испаноязычных стран, незначителен, но этот язык является первым иностранным: государственная кампания SAFFL (Spanish As the First Foreign Language — Испанский как первый иностранный язык), запущенная в 2005, предусматривает преподавание испанского в большинстве начальных школ и обучение ему не менее трети государственных чиновников страны.",0,0,0,0,1,0
"Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда €.","Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда евро.",0,0,0,0,1,0
"Первоначально данный флаг был утверждён 6 мая 1999 года флагом муниципального образования «Нелидовский район» и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 488.","Первоначально данный флаг был утверждён 6 мая 1999 года флагом муниципального образования «Нелидовский район» и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 488.",0,0,0,0,1,0
"Его двадцатиэтажное здание располагает 243 № (на 9, 11, 12 и 14-м этажах гостиницы имеются одноместные и двухместные №, а также номера-люксы).","Его двадцатиэтажное здание располагает 243 номерами (на 9, 11, 12 и 14-м этажах гостиницы имеются одноместные и двухместные номера, а также номера-люксы).",0,0,0,0,2,0
"Рекордные футбольные трансферы в истории чемпионата России по годам по номиналу в € без учёта инфляции.","Рекордные футбольные трансферы в истории чемпионата России по годам по номиналу в евро без учёта инфляции.",0,0,0,0,1,0
"Кири́лл Никола́евич Шама́лов (род. 22 марта 1982, Ленинград) — российский предприниматель, в рейтинге самых богатых российских бизнесменов в 2018 году занимал 75-е место (1400 млн $).","Кири́лл Никола́евич Шама́лов (род. 22 марта 1982, Ленинград) — российский предприниматель, в рейтинге самых богатых российских бизнесменов в 2018 году занимал 75-е место (1400 млн долларов).",0,0,0,0,1,0
"По состоянию на 2019 год Кирилл Шамалов не является долларовым миллиардером, Forbes оценивает его состояние в 950 млн $.","По состоянию на 2019 год Кирилл Шамалов не является долларовым миллиардером, Forbes оценивает его состояние в 950 млн долларов.",0,0,0,0,1,0
"Изучал филологию в университетах ¥, Лейпцига и Бонна.","Изучал филологию в университетах Йены, Лейпцига и Бонна.",0,0,0,0,1,0
"Цирко́ний (химический символ — Zr, от лат. Zirconium) — химический элемент 4-й группы (по устаревшей классификации — побочной подгруппы четвёртой группы, IVB), пятого периода периодической системы химических элементов Д. И. Менделеева, с атомным № 40.","Цирко́ний (химический символ — Zr, от лат. Zirconium) — химический элемент 4-й группы (по устаревшей классификации — побочной подгруппы четвёртой группы, IVB), пятого периода периодической системы химических элементов Д. И. Менделеева, с атомным номером 40.",0,0,0,0,1,0
"Жёсткость погоды по ветро-холодовому индексу рассчитывается следующим образом: к температуре воздуха в °C прибавляется скорость ветра, помноженная на коэффициент жёсткости.","Жёсткость погоды по ветро-холодовому индексу рассчитывается следующим образом: к температуре воздуха в градусах цельсия прибавляется скорость ветра, помноженная на коэффициент жёсткости.",0,0,0,0,0,1
"Первоначально данный флаг был утверждён 6 мая 1999 года флагом муниципального образования «Нелидовский район» и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 488.","Первоначально данный флаг был утверждён 6 мая 1999 года флагом муниципального образования «Нелидовский район» и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 488.",0,0,0,0,1,0
"Игры в группе A на €-2000 проходили с 12 по 20 июня.","Игры в группе A на Евро-2000 проходили с 12 по 20 июня.",0,0,0,0,1,0
"Стоимость разработки и изготовления камеры составила 101 млн $ США.","Стоимость разработки и изготовления камеры составила 101 млн долларов США.",0,0,0,0,1,0
"Фунт сте́рлингов (также £ Соединённого Королевства, британский фунт; англ. Pound sterling, Pound, British pound) — ¤ Великобритании, одна из основных резервных валют мира.","Фунт сте́рлингов (также фунт стерлингов Соединённого Королевства, британский фунт; англ. Pound sterling, Pound, British pound) — денежная единица Великобритании, одна из основных резервных валют мира.",0,0,0,0,0,2
"£ также является параллельной валютой коронных земель: Гернси, Джерси и Острова Мэн; и законным средством платежа для британских заморских территорий: Фолклендские острова, Гибралтар, Острова Святой Елены, Вознесения и Тристан-да-Кунья, Южная Георгия и Южные Сандвичевы Острова, Британская Территория в Индийском Океане и Британская антарктическая территория.","фунт стерлингов также является параллельной валютой коронных земель: Гернси, Джерси и Острова Мэн; и законным средством платежа для британских заморских территорий: Фолклендские острова, Гибралтар, Острова Святой Елены, Вознесения и Тристан-да-Кунья, Южная Георгия и Южные Сандвичевы Острова, Британская Территория в Индийском Океане и Британская антарктическая территория.",0,0,0,0,0,1
"Его первый студийный альбом 17 был выпущен в августе 2017 года и дебютировал под № два в Billboard 200.","Его первый студийный альбом 17 был выпущен в августе 2017 года и дебютировал под номером два в Billboard 200.",0,0,0,0,1,0
"Усадебный комплекс составляют главный особняк под № 3 по улице Воронцово Поле, а также флигели, ограда и парковая скульптура.","Усадебный комплекс составляют главный особняк под номером 3 по улице Воронцово Поле, а также флигели, ограда и парковая скульптура.",0,0,0,0,1,0
"Несмотря на в целом благосклонную реакцию критиков фильм провалился в прокате, собрав всего 10 млн $ при бюджете в 17 млн.","Несмотря на в целом благосклонную реакцию критиков фильм провалился в прокате, собрав всего 10 млн долларов при бюджете в 17 млн.",0,0,0,0,1,0
"Сама Валентина Соловьёва назвала сумму в 150 000 000 $.","Сама Валентина Соловьёва назвала сумму в 150 000 000 долларов.",0,0,0,0,1,0
"Размер премии — 10 тысяч ₽, после денежной реформы 1961 года — тысяча ₽.","Размер премии — 10 тысяч рублей, после денежной реформы 1961 года — тысяча рублей.",0,0,0,0,2,0
"Получил в 1892 г. патент № 68499 за процесс изготовления подставки.","Получил в 1892 г. патент номер 68499 за процесс изготовления подставки.",0,0,0,0,1,0
"Данная ракета-носитель является модификацией ракеты Long March 4B (увеличен объём головного обтекателя и добавлена возможность повторного запуска двигателя третьей ступени) и использовалась для запусков спутников серии Яогань(№ 3; 8; 9A, 9B и 9C; 10; 15; 16A, 16B и 16C; 17A, 17B и 17C; 19; 20A, 20B и 20C; 22; 25A, 25B и 25C; 27) а также метеоспутников серии Фэнъюнь (№ 3А и 3C) на полярную орбиту.","Данная ракета-носитель является модификацией ракеты Long March 4B (увеличен объём головного обтекателя и добавлена возможность повторного запуска двигателя третьей ступени) и использовалась для запусков спутников серии Яогань(номера 3; 8; 9A, 9B и 9C; 10; 15; 16A, 16B и 16C; 17A, 17B и 17C; 19; 20A, 20B и 20C; 22; 25A, 25B и 25C; 27) а также метеоспутников серии Фэнъюнь (номера 3А и 3C) на полярную орбиту.",0,0,0,0,2,0
"Вильям из хоккейной семьи: его отец, Микаэль (род. 1972), в прошлом известный хоккеист, двукратный чемпион мира в составе сборной Швеции; младший брат, Александр (род. 1998), как и Вильям, был выбран на драфте НХЛ под общим восьмым №, но на два года позже.","Вильям из хоккейной семьи: его отец, Микаэль (род. 1972), в прошлом известный хоккеист, двукратный чемпион мира в составе сборной Швеции; младший брат, Александр (род. 1998), как и Вильям, был выбран на драфте НХЛ под общим восьмым номером, но на два года позже.",0,0,0,0,1,0
"Папская лира (итал. Lira pontificia) — ¤ Папской области, заменившая в 1866 году папский скудо по курсу 5,375 лиры = 1 скудо; была равна итальянской лире.","Папская лира (итал. Lira pontificia) — денежная единица Папской области, заменившая в 1866 году папский скудо по курсу 5,375 лиры = 1 скудо; была равна итальянской лире.",0,0,0,0,0,1
"Первым № стал российский нападающий ХК «Спартак» Илья Ковальчук — он был выбран клубом «Атланта Трэшерз» и стал первым в истории российского хоккея игроком, выбранным под общим 1-м № на драфте НХЛ.","Первым номером стал российский нападающий ХК «Спартак» Илья Ковальчук — он был выбран клубом «Атланта Трэшерз» и стал первым в истории российского хоккея игроком, выбранным под общим 1-м номером на драфте НХЛ.",0,0,0,0,2,0
"По словам Юрия Шевчука, у группы было три глобальных программы: «Чёрный пёс Петербург» — человек и город, «Мир № ноль» — борьба местоимений и «Иначе» — о жизни и мире.","По словам Юрия Шевчука, у группы было три глобальных программы: «Чёрный пёс Петербург» — человек и город, «Мир номер ноль» — борьба местоимений и «Иначе» — о жизни и мире.",0,0,0,0,1,0
"Принглс (англ. Pringles) — ® пшенично-картофельных чипсов, производимых компанией Kellanova (до 5 апреля 2011 года — Procter & Gamble; в феврале 2012 года ведущий производитель продуктов питания в США компания Kellanova договорилась с Procter & Gamble о приобретении у неё бизнеса по производству чипсов Pringles за 2,7 миллиарда $).","Принглс (англ. Pringles) — торговая марка пшенично-картофельных чипсов, производимых компанией Kellanova (до 5 апреля 2011 года — Procter & Gamble; в феврале 2012 года ведущий производитель продуктов питания в США компания Kellanova договорилась с Procter & Gamble о приобретении у неё бизнеса по производству чипсов Pringles за 2,7 миллиарда долларов).",0,0,0,1,1,0
"Климат в Аззане сухой, зависит от пустыни, с очень высокими летними температурами близки к достижению 50 °C.","Климат в Аззане сухой, зависит от пустыни, с очень высокими летними температурами близки к достижению 50 градусов цельсия.",0,0,0,0,0,1
"Марк Джеймс (англ. Mark James; 29 ноября 1940, Хьюстон — 8 июня 2024, Нашвилл) ― американский автор песен, который написал хиты для певцов Би Джей Томаса, Бренды Ли и Элвиса Пресли, включая «Suspicious Minds», ставший хитом № один в США.","Марк Джеймс (англ. Mark James; 29 ноября 1940, Хьюстон — 8 июня 2024, Нашвилл) ― американский автор песен, который написал хиты для певцов Би Джей Томаса, Бренды Ли и Элвиса Пресли, включая «Suspicious Minds», ставший хитом номер один в США.",0,0,0,0,1,0
"Этот объект входит в число перечисленных в оригинальной редакции «Нового общего каталога», а также входит в каталог Колдуэлла под № 87.","Этот объект входит в число перечисленных в оригинальной редакции «Нового общего каталога», а также входит в каталог Колдуэлла под номером 87.",0,0,0,0,1,0
"Доктор Назаревич дважды был показан в Нью-Йорк таймс, впервые 1 февраля 2004 года в статье об открытии химических элементов 113 и 115, а второй раз 17 октября 2006 года в статье об открытии спорного элемента унуноктия, химического элемента с атомным № 118.","Доктор Назаревич дважды был показан в Нью-Йорк таймс, впервые 1 февраля 2004 года в статье об открытии химических элементов 113 и 115, а второй раз 17 октября 2006 года в статье об открытии спорного элемента унуноктия, химического элемента с атомным номером 118.",0,0,0,0,1,0
"Символы (знаки) рупии — символы, используемые для краткого представления ¤, которые носят название «рупия» (индийской, индонезийской, маврикийской, непальской, пакистанской, сейшельской, шри-ланкийской):","Символы (знаки) рупии — символы, используемые для краткого представления денежных единиц, которые носят название «рупия» (индийской, индонезийской, маврикийской, непальской, пакистанской, сейшельской, шри-ланкийской):",0,0,0,0,0,1
"Эдуард III был первым английским правителем, который включил порядковый № в официальный титул.","Эдуард III был первым английским правителем, который включил порядковый номер в официальный титул.",0,0,0,0,1,0
"При выходе консоль стоила 499 бразильских песо, но в течение полугода её снизили до 299 (около 170 $ США), а игры продавались по цене около 10 $.","При выходе консоль стоила 499 бразильских песо, но в течение полугода её снизили до 299 (около 170 долларов США), а игры продавались по цене около 10 долларов.",0,0,0,0,2,0
"C бюджетом в 7 миллионов $ фильм набрал > 15 миллионов $.","C бюджетом в 7 миллионов долларов фильм набрал больше 15 миллионов долларов.",0,1,0,0,2,0
"Будучи одним из самых богатых (107 млн $, 2017) и активных представителей греческой общины США и диаспоры в целом, является основателем, председателем совета директоров и CEO ООО «Chartwell Hotels» (компания основана в 2006 году).","Будучи одним из самых богатых (107 млн долларов, 2017) и активных представителей греческой общины США и диаспоры в целом, является основателем, председателем совета директоров и CEO ООО «Chartwell Hotels» (компания основана в 2006 году).",0,0,0,0,1,0
"Победителем первого сезона и обладателем 5 миллионов ₽ стал Terry (Олег Терновой из Ташкента, Узбекистан).","Победителем первого сезона и обладателем 5 миллионов рублей стал Terry (Олег Терновой из Ташкента, Узбекистан).",0,0,0,0,1,0
"Доходный дом Софьи Львовны Рудь — памятник архитектуры и культурного наследия в Одессе (охранный № дома 391-Од).","Доходный дом Софьи Львовны Рудь — памятник архитектуры и культурного наследия в Одессе (охранный номер дома 391-Од).",0,0,0,0,1,0
"Герб Камчатской области утверждён решением Совета народных депутатов Камчатской области 15 апреля 2004 года и внесён в Государственный геральдический регистр Российской Федерации под регистрационным № 1760.","Герб Камчатской области утверждён решением Совета народных депутатов Камчатской области 15 апреля 2004 года и внесён в Государственный геральдический регистр Российской Федерации под регистрационным номером 1760.",0,0,0,0,1,0
"В апреле 2015 года на территории муниципалитета начались работы по предотвращению эрозии берегов Тирона, на которые было выделено свыше 220 тысяч €.","В апреле 2015 года на территории муниципалитета начались работы по предотвращению эрозии берегов Тирона, на которые было выделено свыше 220 тысяч евро.",0,0,0,0,1,0
"60-я параллель северной широты — широта, равная 60 ° севернее экватора Земли.","60-я параллель северной широты — широта, равная 60 градусов севернее экватора Земли.",0,0,0,0,1,0
"Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда €.","Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда евро.",0,0,0,0,1,0
"Флаг утверждён 31 января 2011 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 6669.","Флаг утверждён 31 января 2011 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 6669.",0,0,0,0,1,0
"Каролина Луиза Зейдлер (Зайдлер) (нем. Caroline Louise Seidler; 15 мая 1786, ¥, Саксен-Веймар — 7 октября 1866, Веймар) — немецкая художница: живописец и рисовальщица пастелью при дворе великих герцогов Веймарских, хранительница герцогской коллекции произведений искусства, доверенное лицо и надёжная подруга поэта Гёте и живописца Георга Фридриха Керстинга.","Каролина Луиза Зейдлер (Зайдлер) (нем. Caroline Louise Seidler; 15 мая 1786, Йена, Саксен-Веймар — 7 октября 1866, Веймар) — немецкая художница: живописец и рисовальщица пастелью при дворе великих герцогов Веймарских, хранительница герцогской коллекции произведений искусства, доверенное лицо и надёжная подруга поэта Гёте и живописца Георга Фридриха Керстинга.",0,0,0,0,1,0
"В настоящее время литейная сварка применяется редко, иногда — для исправления чугунных отливок, однако при этом высок % вероятности выпадения белого чугуна, по сравнению с другими видами сварки.","В настоящее время литейная сварка применяется редко, иногда — для исправления чугунных отливок, однако при этом высок процент вероятности выпадения белого чугуна, по сравнению с другими видами сварки.",0,0,0,0,1,0
"Согласно распоряжению Правительства Российской Федерации вознаграждение за каждую золотую медаль для российских спортсменов составит 4 миллиона ₽, за серебряную — 2,5 млн, за бронзовую — 1,7 млн.","Согласно распоряжению Правительства Российской Федерации вознаграждение за каждую золотую медаль для российских спортсменов составит 4 миллиона рублей, за серебряную — 2,5 млн, за бронзовую — 1,7 млн.",0,0,0,0,1,0
"Фукурю-мару № 5 (яп. 第五福龍丸 [дай-го́ фукурю̄-мару], рус.","Фукурю-мару номер 5 (яп. 第五福龍丸 [дай-го́ фукурю̄-мару], рус.",0,0,0,0,1,0
"Флаг утверждён 28 декабря 2000 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 720.","Флаг утверждён 28 декабря 2000 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 720.",0,0,0,0,1,0
"Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда €.","Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда евро.",0,0,0,0,1,0
"Ноулз заняла пятое место в Hot 100 синглов № один как сольная исполнительница и четвёртое место с Destiny’s Child, как сольная артистка она распродала более 35 миллионов альбомов и синглов в США.","Ноулз заняла пятое место в Hot 100 синглов номер один как сольная исполнительница и четвёртое место с Destiny’s Child, как сольная артистка она распродала более 35 миллионов альбомов и синглов в США.",0,0,0,0,1,0
"В США фильм собрал 101 071 502 $, а во всём мире — 206 071 052 $.","В США фильм собрал 101 071 502 доллара, а во всём мире — 206 071 052 доллара.",0,0,0,0,2,0
"Ви́смут — химический элемент с атомным № 83.","Ви́смут — химический элемент с атомным номером 83.",0,0,0,0,1,0
"Стоимость строительства составит 98 миллиардов ¥ (около 450 миллиардов ₽ в ценах 2011 года).","Стоимость строительства составит 98 миллиардов юаней (около 450 миллиардов рублей в ценах 2011 года).",0,0,0,0,2,0
"Утверждён 20 февраля 2008 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 3936.","Утверждён 20 февраля 2008 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 3936.",0,0,0,0,1,0
"На драфте НХЛ 1990 года был выбран в 9 раунде под общим 177 № командой «Вашингтон Кэпиталз».","На драфте НХЛ 1990 года был выбран в 9 раунде под общим 177 номером командой «Вашингтон Кэпиталз».",0,0,0,0,1,0
"Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда €.","Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда евро.",0,0,0,0,1,0
"¥ (фр. Iéna) — французский эскадренный броненосец, заложенный в конце XIX и введенный в строй начале XX столетия.","Йена (фр. Iéna) — французский эскадренный броненосец, заложенный в конце XIX и введенный в строй начале XX столетия.",0,0,0,0,1,0
"По данным издания Forbes, в списке богатейших бизнесменов России в 2021 году занимал 32-е место с состоянием 4,7 миллиарда $, в списке наиболее состоятельных людей мира — 608-е место.","По данным издания Forbes, в списке богатейших бизнесменов России в 2021 году занимал 32-е место с состоянием 4,7 миллиарда долларов, в списке наиболее состоятельных людей мира — 608-е место.",0,0,0,0,1,0
"Результатом невыплаты этой задолженности вовремя является то, что компания взимает штраф за просрочку платежа (как правило, в США от 10 до 40 $) и сообщает о несвоевременной оплате агентствам по кредитному рейтингу.","Результатом невыплаты этой задолженности вовремя является то, что компания взимает штраф за просрочку платежа (как правило, в США от 10 до 40 долларов) и сообщает о несвоевременной оплате агентствам по кредитному рейтингу.",0,0,0,0,1,0
"Кьят — ¤ государства Мьянма (до 1989 года — Бирма).","Кьят — денежная единица государства Мьянма (до 1989 года — Бирма).",0,0,0,0,0,1
"Ингрид Ауэрсвальд(-Ланге) (Брестрих(-Ланге)) (девичья фамилия Брестрих, нем. Ingrid Auerswald-Lange; род. 2 сентября 1957, ¥, Гера) — немецкая (ГДР) бегунья на короткие дистанции, чемпионка Европы и мира, победительница Кубков Европы, победительница и призёр Кубков мира, чемпионка и призёр Олимпийских игр, рекордсменка мира и Олимпийских игр, участница двух Олимпиад.","Ингрид Ауэрсвальд(-Ланге) (Брестрих(-Ланге)) (девичья фамилия Брестрих, нем. Ingrid Auerswald-Lange; род. 2 сентября 1957, Йена, Гера) — немецкая (ГДР) бегунья на короткие дистанции, чемпионка Европы и мира, победительница Кубков Европы, победительница и призёр Кубков мира, чемпионка и призёр Олимпийских игр, рекордсменка мира и Олимпийских игр, участница двух Олимпиад.",0,0,0,0,1,0
"Сенат, как и легислатура штата, был создан § VI Конституции Юты со вступлением территории Юта в США в качестве штата в 1896 году.","Сенат, как и легислатура штата, был создан параграфом VI Конституции Юты со вступлением территории Юта в США в качестве штата в 1896 году.",0,0,0,0,1,0
"и через год принял участие в создании компании Fonality, предлагающей решения VoIP на основе программного обеспечения с открытым исходным кодом, которая должна была привлечь более 46 млн. $ частного финансирования.","и через год принял участие в создании компании Fonality, предлагающей решения VoIP на основе программного обеспечения с открытым исходным кодом, которая должна была привлечь более 46 млн. долларов частного финансирования.",0,0,0,0,1,0
"К этому времени по ДВР ходили различные суррогатные денежные знаки, имевшие различный курс взаимного обмена, например, сибирские ₽, керенки, денежные знаки соседних государств, такие как японские иены.","К этому времени по ДВР ходили различные суррогатные денежные знаки, имевшие различный курс взаимного обмена, например, сибирские рубли, керенки, денежные знаки соседних государств, такие как японские иены.",0,0,0,0,1,0
"Шестой № посева — Каролина Плишкова — чемпионка турнира.","Шестой номер посева — Каролина Плишкова — чемпионка турнира.",0,0,0,0,1,0
"Сунь Цзянь (кит. трад. 孫堅, упр. 孙坚, пиньинь Sūn Jiān; 155 — 191 взрослое имя Вэньтай (кит. трад. 文臺) — полководец эпохи Троецарствия, который вместе с ¥ Шао и Цао Цао противостоял тираническим устремлениям могущественного Дун Чжо.","Сунь Цзянь (кит. трад. 孫堅, упр. 孙坚, пиньинь Sūn Jiān; 155 — 191 взрослое имя Вэньтай (кит. трад. 文臺) — полководец эпохи Троецарствия, который вместе с Юань Шао и Цао Цао противостоял тираническим устремлениям могущественного Дун Чжо.",0,0,0,0,1,0
"На драфте НХЛ 1995 года был выбран в 1 раунде под общим 20 № командой «Калгари Флэймз».","На драфте НХЛ 1995 года был выбран в 1 раунде под общим 20 номером командой «Калгари Флэймз».",0,0,0,0,1,0
