"Смесь нагревается до 300°C, после чего её выдерживают в течение 15 минут для завершения химической реакции.","Смесь нагревается до 300 градусов Цельсия, после чего её выдерживают в течение 15 минут для завершения химической реакции."
"Для правильного функционирования сенсора температура в помещении должна оставаться между 15 и 25°C.","Для правильного функционирования сенсора температура в помещении должна оставаться между 15 и 25 градусами Цельсия."
"При температуре 0°C вода начинает превращаться в лёд, что вызывает расширение и может повредить сосуды.","При температуре ноль градусов Цельсия вода начинает превращаться в лёд, что вызывает расширение и может повредить сосуды."
"Почва прогрелась до 10°C, и это позволяет начинать посадку ранних культур.","Почва прогрелась до 10 градусов Цельсия, и это позволяет начинать посадку ранних культур."
"Механические свойства стали изменяются при нагреве до 500°C, что делает её пригодной для ковки.","Механические свойства стали изменяются при нагреве до 500 градусов Цельсия, что делает её пригодной для ковки."
"При низкой температуре ниже -5°C металл становится хрупким и подвержен разрушению.","При низкой температуре ниже минус 5 градусов Цельсия металл становится хрупким и подвержен разрушению."
"Температура вулканической лавы достигает 1100°C, что делает её смертельно опасной.","Температура вулканической лавы достигает 1100 градусов Цельсия, что делает её смертельно опасной."
"Сырьё для производства плавится при температуре около 120°C и затем преобразуется в конечный продукт.","Сырьё для производства плавится при температуре около 120 градусов Цельсия и затем преобразуется в конечный продукт."
"Низкие температуры, ниже -40°C, способны разрушить большинство материалов без дополнительной защиты.","Низкие температуры, ниже минус 40 градусов Цельсия, способны разрушить большинство материалов без дополнительной защиты."
"Влажный воздух при 40°C создает трудности для дыхания, и люди быстро устают.","Влажный воздух при 40 градусах Цельсия создает трудности для дыхания, и люди быстро устают."
"Вода в нагревательных баках поддерживается при температуре 60°C, что предотвращает развитие бактерий.","Вода в нагревательных баках поддерживается при температуре 60 градусов Цельсия, что предотвращает развитие бактерий."
"Температура в глубоких шахтах может достигать 35°C, создавая невыносимые условия для рабочих.","Температура в глубоких шахтах может достигать 35 градусов Цельсия, создавая невыносимые условия для рабочих."
"На фабрике охлаждающая жидкость циркулирует при 20°C для поддержания стабильной температуры оборудования.","На фабрике охлаждающая жидкость циркулирует при 20 градусах Цельсия для поддержания стабильной температуры оборудования."
"Температурный режим 45°C считается критическим для электронных устройств и может вызвать их повреждение.","Температурный режим 45 градусов Цельсия считается критическим для электронных устройств и может вызвать их повреждение."
"Температура поднималась до 27°C в закрытых помещениях, создавая эффект теплицы.","Температура поднималась до 27 градусов Цельсия в закрытых помещениях, создавая эффект теплицы."
"Для переработки резины её сначала нагревают до 150°C, чтобы облегчить формовку.","Для переработки резины её сначала нагревают до 150 градусов Цельсия, чтобы облегчить формовку."
"При минус 25°C замерзают даже прочные сплавы, и это требует повышенной прочности от оборудования.","При минус 25 градусах Цельсия замерзают даже прочные сплавы, и это требует повышенной прочности от оборудования."
"В марте средняя температура составляет около 5°C, что символизирует начало весны.","В марте средняя температура составляет около 5 градусов Цельсия, что символизирует начало весны."
