"Смесь нагревается до 300°C, после чего её выдерживают в течение 15 минут для завершения химической реакции.","Смесь нагревается до 300 градусов Цельсия, после чего её выдерживают в течение 15 минут для завершения химической реакции."
"Для правильного функционирования сенсора температура в помещении должна оставаться между 15 и 25°C.","Для правильного функционирования сенсора температура в помещении должна оставаться между 15 и 25 градусами Цельсия."
"При температуре 0°C вода начинает превращаться в лёд, что вызывает расширение и может повредить сосуды.","При температуре ноль градусов Цельсия вода начинает превращаться в лёд, что вызывает расширение и может повредить сосуды."
"Почва прогрелась до 10°C, и это позволяет начинать посадку ранних культур.","Почва прогрелась до 10 градусов Цельсия, и это позволяет начинать посадку ранних культур."
"Механические свойства стали изменяются при нагреве до 500°C, что делает её пригодной для ковки.","Механические свойства стали изменяются при нагреве до 500 градусов Цельсия, что делает её пригодной для ковки."
"При низкой температуре ниже -5°C металл становится хрупким и подвержен разрушению.","При низкой температуре ниже минус 5 градусов Цельсия металл становится хрупким и подвержен разрушению."
"Температура вулканической лавы достигает 1100°C, что делает её смертельно опасной.","Температура вулканической лавы достигает 1100 градусов Цельсия, что делает её смертельно опасной."
"Сырьё для производства плавится при температуре около 120°C и затем преобразуется в конечный продукт.","Сырьё для производства плавится при температуре около 120 градусов Цельсия и затем преобразуется в конечный продукт."
"Низкие температуры, ниже -40°C, способны разрушить большинство материалов без дополнительной защиты.","Низкие температуры, ниже минус 40 градусов Цельсия, способны разрушить большинство материалов без дополнительной защиты."
"Влажный воздух при 40°C создает трудности для дыхания, и люди быстро устают.","Влажный воздух при 40 градусах Цельсия создает трудности для дыхания, и люди быстро устают."
"Вода в нагревательных баках поддерживается при температуре 60°C, что предотвращает развитие бактерий.","Вода в нагревательных баках поддерживается при температуре 60 градусов Цельсия, что предотвращает развитие бактерий."
"Температура в глубоких шахтах может достигать 35°C, создавая невыносимые условия для рабочих.","Температура в глубоких шахтах может достигать 35 градусов Цельсия, создавая невыносимые условия для рабочих."
"На фабрике охлаждающая жидкость циркулирует при 20°C для поддержания стабильной температуры оборудования.","На фабрике охлаждающая жидкость циркулирует при 20 градусах Цельсия для поддержания стабильной температуры оборудования."
"Температурный режим 45°C считается критическим для электронных устройств и может вызвать их повреждение.","Температурный режим 45 градусов Цельсия считается критическим для электронных устройств и может вызвать их повреждение."
"Температура поднималась до 27°C в закрытых помещениях, создавая эффект теплицы.","Температура поднималась до 27 градусов Цельсия в закрытых помещениях, создавая эффект теплицы."
"Для переработки резины её сначала нагревают до 150°C, чтобы облегчить формовку.","Для переработки резины её сначала нагревают до 150 градусов Цельсия, чтобы облегчить формовку."
"При минус 25°C замерзают даже прочные сплавы, и это требует повышенной прочности от оборудования.","При минус 25 градусах Цельсия замерзают даже прочные сплавы, и это требует повышенной прочности от оборудования."
"В марте средняя температура составляет около 5°C, что символизирует начало весны.","В марте средняя температура составляет около 5 градусов Цельсия, что символизирует начало весны.""Причиной заболевания и смерти Смайли стало переохлаждение: в городе проводилась кампания по снижению затрат, и в целях экономии энергии температура в аквариуме морского музея была понижена с 27 °C до 22.","Причиной заболевания и смерти Смайли стало переохлаждение: в городе проводилась кампания по снижению затрат, и в целях экономии энергии температура в аквариуме морского музея была понижена с 27 градусов цельсия до 22."
"Скорость течения реки составляла 1,2 м/с, ее средняя температура 10,2 °C.","Скорость течения реки составляла 1,2 м/с, ее средняя температура 10,2 градусов цельсия."
"Жёсткость погоды по ветро-холодовому индексу рассчитывается следующим образом: к температуре воздуха в °C прибавляется скорость ветра, помноженная на коэффициент жёсткости.","Жёсткость погоды по ветро-холодовому индексу рассчитывается следующим образом: к температуре воздуха в градусах цельсия прибавляется скорость ветра, помноженная на коэффициент жёсткости."
"Климат в Аззане сухой, зависит от пустыни, с очень высокими летними температурами близки к достижению 50 °C.","Климат в Аззане сухой, зависит от пустыни, с очень высокими летними температурами близки к достижению 50 градусов цельсия."
"Температура в комнате держится на уровне 22°C, что считается комфортным для большинства людей.","Температура в комнате держится на уровне 22 градуса Цельсия, что считается комфортным для большинства людей."
"Летние температуры могут подниматься до 35°C, особенно в южных регионах страны.","Летние температуры могут подниматься до 35 градусов Цельсия, особенно в южных регионах страны."
"Средняя температура зимой составляет около -5°C, что требует утепления зданий.","Средняя температура зимой составляет около -5 градусов Цельсия, что требует утепления зданий."
"На высоте 3000 метров температура может опуститься до -15°C даже летом.","На высоте 3000 метров температура может опуститься до -15 градусов Цельсия даже летом."
"Для идеального роста растений в теплице требуется поддерживать 25°C.","Для идеального роста растений в теплице требуется поддерживать 25 градусов Цельсия."
"Термостат установлен на 18°C, чтобы обеспечить экономию энергии.","Термостат установлен на 18 градусов Цельсия, чтобы обеспечить экономию энергии."
"Максимальная температура плавления олова составляет около 231°C.","Максимальная температура плавления олова составляет около 231 градуса Цельсия."
"Вода замерзает при 0°C, что известно каждому с детства.","Вода замерзает при 0 градусах Цельсия, что известно каждому с детства."
"Жаркий день на пляже обычно сопровождается температурой в 30°C.","Жаркий день на пляже обычно сопровождается температурой в 30 градусов Цельсия."
"Для приготовления блюд в духовке температура выставляется на 200°C.","Для приготовления блюд в духовке температура выставляется на 200 градусов Цельсия."
"На глубине температура поднимается до 150°C из-за давления.","На глубине температура поднимается до 150 градусов Цельсия из-за давления."
"Температура в морозильнике должна быть около -18°C для хранения продуктов.","Температура в морозильнике должна быть около -18 градусов Цельсия для хранения продуктов."
"Температура разогретого металла достигла 500°C перед обработкой.","Температура разогретого металла достигла 500 градусов Цельсия перед обработкой."
"При температуре 100°C вода начинает кипеть и превращается в пар.","При температуре 100 градусов Цельсия вода начинает кипеть и превращается в пар."
"Температура в лаборатории должна быть стабильной на уровне 22°C для точных измерений.","Температура в лаборатории должна быть стабильной на уровне 22 градусов Цельсия для точных измерений."
"В промышленности применяются материалы, выдерживающие до 800°C.","В промышленности применяются материалы, выдерживающие до 800 градусов Цельсия."
"Рекордная жара в пустыне достигала 56°C, что является опасной температурой.","Рекордная жара в пустыне достигала 56 градусов Цельсия, что является опасной температурой."
"При 0°C и ниже возможна гололедица, поэтому водителям стоит быть осторожнее.","При 0 градусах Цельсия и ниже возможна гололедица, поэтому водителям стоит быть осторожнее."
"На производстве температура достигает 1200°C в металлургических печах.","На производстве температура достигает 1200 градусов Цельсия в металлургических печах."
"Лед тает при температуре выше 0°C, и процесс идет быстрее при повышении температуры.","Лед тает при температуре выше 0 градусов Цельсия, и процесс идет быстрее при повышении температуры."
"Температура в офисе была снижена до 20°C, чтобы создать комфортные условия.","Температура в офисе была снижена до 20 градусов Цельсия, чтобы создать комфортные условия."
"В некоторых странах температура летом поднимается выше 40°C.","В некоторых странах температура летом поднимается выше 40 градусов Цельсия."
"Для лучшей эффективности солнечных панелей температура должна быть не выше 25°C.","Для лучшей эффективности солнечных панелей температура должна быть не выше 25 градусов Цельсия."
"Вода в море летом прогревается до 28°C, что привлекает отдыхающих.","Вода в море летом прогревается до 28 градусов Цельсия, что привлекает отдыхающих."
"Рекомендуется поддерживать температуру в спальне на уровне 18°C для хорошего сна.","Рекомендуется поддерживать температуру в спальне на уровне 18 градусов Цельсия для хорошего сна."
"Средняя температура в горах составляет 15°C, и это создает приятный микроклимат.","Средняя температура в горах составляет 15 градусов Цельсия, и это создает приятный микроклимат."
"Для оптимального хранения вина температура должна быть около 12°C.","Для оптимального хранения вина температура должна быть около 12 градусов Цельсия."
"При температуре ниже 10°C растения начинают замедлять свой рост.","При температуре ниже 10 градусов Цельсия растения начинают замедлять свой рост."
"Температура кипения масла обычно достигает 190°C.","Температура кипения масла обычно достигает 190 градусов Цельсия."
"Температура двигателя может подниматься до 90°C при интенсивной работе.","Температура двигателя может подниматься до 90 градусов Цельсия при интенсивной работе."
"Температура в условиях космоса может опускаться до -200°C в тени планет.","Температура в условиях космоса может опускаться до -200 градусов Цельсия в тени планет."
"Печь разогревается до 300°C, чтобы быстро выпечь хлеб.","Печь разогревается до 300 градусов Цельсия, чтобы быстро выпечь хлеб."
"Температура при сварке может превышать 2000°C, что позволяет расплавить металл.","Температура при сварке может превышать 2000 градусов Цельсия, что позволяет расплавить металл."
"В среднем температура воды в бассейне поддерживается на уровне 26°C.","В среднем температура воды в бассейне поддерживается на уровне 26 градусов Цельсия."
"На поверхности Венеры температура может достигать 462°C, из-за чего атмосфера там крайне плотная.","На поверхности Венеры температура может достигать 462 градусов Цельсия, из-за чего атмосфера там крайне плотная."
"Для холодной закалки металлов используется температура -80°C.","Для холодной закалки металлов используется температура -80 градусов Цельсия."
"Температура при изготовлении стекла достигает 1500°C, что позволяет получить прочный материал.","Температура при изготовлении стекла достигает 1500 градусов Цельсия, что позволяет получить прочный материал."
"Многие химические реакции требуют температуры не ниже 60°C для протекания.","Многие химические реакции требуют температуры не ниже 60 градусов Цельсия для протекания."
"На планете Марс температура может опускаться до -125°C, что делает её поверхность крайне холодной.","На планете Марс температура может опускаться до -125 градусов Цельсия, что делает её поверхность крайне холодной."
"Зимой температура на севере может падать до -40°C, что требует утепления зданий и одежды.","Зимой температура на севере может падать до -40 градусов Цельсия, что требует утепления зданий и одежды."
"Температура внутри компьютера не должна превышать 70°C, чтобы избежать перегрева.","Температура внутри компьютера не должна превышать 70 градусов Цельсия, чтобы избежать перегрева."
"Температура на поверхности звезды может достигать миллиона°C, что делает её яркой и сияющей.","Температура на поверхности звезды может достигать миллиона градусов Цельсия, что делает её яркой и сияющей."
"Температура разогретого раствора должна быть на уровне 90°C для дезинфекции.","Температура разогретого раствора должна быть на уровне 90 градусов Цельсия для дезинфекции."
"Температура обжига керамики составляет около 1000°C для прочности изделий.","Температура обжига керамики составляет около 1000 градусов Цельсия для прочности изделий."
"При температуре ниже -30°C механизмы могут замерзать, поэтому используется антифриз.","При температуре ниже -30 градусов Цельсия механизмы могут замерзать, поэтому используется антифриз."
"Для того чтобы плавить золото, требуется температура свыше 1000°C.","Для того чтобы плавить золото, требуется температура свыше 1000 градусов Цельсия."
"Температура поверхности луны в тени опускается до -170°C, а на солнце поднимается до 120°C.","Температура поверхности луны в тени опускается до -170 градусов Цельсия, а на солнце поднимается до 120 градусов Цельсия."
"Оптимальная температура для проращивания семян составляет 22°C, чтобы обеспечить быстрый рост.","Оптимальная температура для проращивания семян составляет 22 градуса Цельсия, чтобы обеспечить быстрый рост."
"Температура плавления стали достигает 1370°C, что используется в металлургических процессах.","Температура плавления стали достигает 1370 градусов Цельсия, что используется в металлургических процессах."
"Для взрывчатых веществ критическая температура составляет около 150°C.","Для взрывчатых веществ критическая температура составляет около 150 градусов Цельсия."
"Температура в пустыне Сахара может превышать 50°C, что делает ее одной из самых жарких точек планеты.","Температура в пустыне Сахара может превышать 50 градусов Цельсия, что делает ее одной из самых жарких точек планеты."
"При температуре 25°C начинает активно развиваться большинство патогенных микроорганизмов.","При температуре 25 градусов Цельсия начинает активно развиваться большинство патогенных микроорганизмов."
"В процессе вулканического извержения температура лавы может превышать 1000°C.","В процессе вулканического извержения температура лавы может превышать 1000 градусов Цельсия."
"Для плавки меди требуется температура около 1084°C, что позволяет работать с материалом в жидком состоянии.","Для плавки меди требуется температура около 1084 градусов Цельсия, что позволяет работать с материалом в жидком состоянии."
"В большинстве регионов России зимой температура опускается ниже -10°C.","В большинстве регионов России зимой температура опускается ниже -10 градусов Цельсия."
"Температура внутри активного вулкана достигает 800°C, что делает его опасным для жизни.","Температура внутри активного вулкана достигает 800 градусов Цельсия, что делает его опасным для жизни."
"Летние температуры в тропических лесах достигают 35°C, что способствует высокой влажности.","Летние температуры в тропических лесах достигают 35 градусов Цельсия, что способствует высокой влажности."
"Температура воздуха в полярных регионах может опускаться до -60°C зимой.","Температура воздуха в полярных регионах может опускаться до -60 градусов Цельсия зимой."
"Для пастеризации молока применяется температура около 72°C, чтобы убить бактерии.","Для пастеризации молока применяется температура около 72 градусов Цельсия, чтобы убить бактерии."
"Температура плавления алюминия составляет 660°C, что широко используется в промышленности.","Температура плавления алюминия составляет 660 градусов Цельсия, что широко используется в промышленности."
"Температура для оптимальной ферментации дрожжей составляет 28°C.","Температура для оптимальной ферментации дрожжей составляет 28 градусов Цельсия."
"При температуре 300°C разрушаются многие органические соединения, используемые в пищевой промышленности.","При температуре 300 градусов Цельсия разрушаются многие органические соединения, используемые в пищевой промышленности."
"Для очистки воды используют температуру 100°C, чтобы убить микробы и бактерии.","Для очистки воды используют температуру 100 градусов Цельсия, чтобы убить микробы и бактерии."
"Температура поверхности земли может изменяться от -30°C зимой до 40°C летом.","Температура поверхности земли может изменяться от -30 градусов Цельсия зимой до 40 градусов Цельсия летом."
"Для создания закаленного стекла используется температура 600°C.","Для создания закаленного стекла используется температура 600 градусов Цельсия."
"Температура в вулканическом жерле может достигать 1100°C, когда лава выходит наружу.","Температура в вулканическом жерле может достигать 1100 градусов Цельсия, когда лава выходит наружу."
"Температура для варки сахара составляет около 120°C, чтобы придать ему нужную текстуру.","Температура для варки сахара составляет около 120 градусов Цельсия, чтобы придать ему нужную текстуру."
"Солнечные панели работают эффективно при температуре до 30°C, при перегреве их эффективность падает.","Солнечные панели работают эффективно при температуре до 30 градусов Цельсия, при перегреве их эффективность падает."
"Температура замерзания морской воды составляет около -2°C из-за содержания соли.","Температура замерзания морской воды составляет около -2 градусов Цельсия из-за содержания соли."
"Температура перегретого пара может достигать 250°C, что применяется в промышленности.","Температура перегретого пара может достигать 250 градусов Цельсия, что применяется в промышленности."
"Для старта химической реакции необходима температура выше 40°C.","Для старта химической реакции необходима температура выше 40 градусов Цельсия."
"Температура воздуха в Антарктиде может опускаться ниже -70°C, особенно зимой.","Температура воздуха в Антарктиде может опускаться ниже -70 градусов Цельсия, особенно зимой."
"Для изготовления цемента требуется высокая температура, обычно достигающая 1450°C.","Для изготовления цемента требуется высокая температура, обычно достигающая 1450 градусов Цельсия."
"Температура разложения органических веществ составляет около 500°C, что используется в переработке отходов.","Температура разложения органических веществ составляет около 500 градусов Цельсия, что используется в переработке отходов."
"Температура на Венере достигает 465°C из-за плотной атмосферы.","Температура на Венере достигает 465 градусов Цельсия из-за плотной атмосферы."
"Температура плавления стекла составляет около 1400°C, и это используется в производстве.","Температура плавления стекла составляет около 1400 градусов Цельсия, и это используется в производстве."
"В лабораторных условиях температура может быть повышена до 200°C для экспериментов.","В лабораторных условиях температура может быть повышена до 200 градусов Цельсия для экспериментов."
"Температура в городах может достигать 30°C летом из-за урбанистического эффекта.","Температура в городах может достигать 30 градусов Цельсия летом из-за урбанистического эффекта."
"Для проверки прочности металлов проводится тест при температуре 700°C.","Для проверки прочности металлов проводится тест при температуре 700 градусов Цельсия."
"Температура на глубине нескольких километров в земле достигает 50°C.","Температура на глубине нескольких километров в земле достигает 50 градусов Цельсия."
"Вулканическая лава имеет температуру от 700°C до 1200°C, что делает её крайне опасной.","Вулканическая лава имеет температуру от 700 градусов Цельсия до 1200 градусов Цельсия, что делает её крайне опасной."
"Температура обжига глины для керамических изделий достигает 1000°C.","Температура обжига глины для керамических изделий достигает 1000 градусов Цельсия."
"Для приготовления карамели температура достигает 150°C, чтобы добиться нужной текстуры.","Для приготовления карамели температура достигает 150 градусов Цельсия, чтобы добиться нужной текстуры."
"Температура плавления железа составляет 1538°C, что позволяет создавать прочные конструкции.","Температура плавления железа составляет 1538 градусов Цельсия, что позволяет создавать прочные конструкции."
"Температура реактора в атомной станции поддерживается на уровне 300°C для стабильной работы.","Температура реактора в атомной станции поддерживается на уровне 300 градусов Цельсия для стабильной работы."
"В пустыне Гоби температура может падать до -40°C ночью и подниматься до 50°C днем.","В пустыне Гоби температура может падать до -40 градусов Цельсия ночью и подниматься до 50 градусов Цельсия днем."
"Для уничтожения вредных бактерий в почве используют температурные обработки до 90°C.","Для уничтожения вредных бактерий в почве используют температурные обработки до 90 градусов Цельсия."
"Для закалки инструментов требуется температура до 800°C, что делает их прочнее.","Для закалки инструментов требуется температура до 800 градусов Цельсия, что делает их прочнее."
"Температура в нагревателе установлена на 60°C, чтобы поддерживать горячую воду.","Температура в нагревателе установлена на 60 градусов Цельсия, чтобы поддерживать горячую воду."
"Средняя температура на поверхности Меркурия составляет около 430°C днем.","Средняя температура на поверхности Меркурия составляет около 430 градусов Цельсия днем."
"Температура для прожарки мяса на гриле составляет около 200°C.","Температура для прожарки мяса на гриле составляет около 200 градусов Цельсия."
"Для сварки металлов используется температура до 3000°C, что позволяет создавать прочные швы.","Для сварки металлов используется температура до 3000 градусов Цельсия, что позволяет создавать прочные швы."
"При температуре -10°C вода в трубах начинает замерзать, что может привести к поломкам.","При температуре -10 градусов Цельсия вода в трубах начинает замерзать, что может привести к поломкам."
"При температуре 37°C человеческое тело функционирует оптимально, но небольшие отклонения могут вызвать дискомфорт.","При температуре 37 градусов Цельсия человеческое тело функционирует оптимально, но небольшие отклонения могут вызвать дискомфорт."
"Зимой температура в некоторых регионах России опускается до -30°C, что требует специальных мер по утеплению.","Зимой температура в некоторых регионах России опускается до -30 градусов Цельсия, что требует специальных мер по утеплению."
"Тропический климат характеризуется среднегодовой температурой около 25°C, что способствует развитию обильной растительности.","Тропический климат характеризуется среднегодовой температурой около 25 градусов Цельсия, что способствует развитию обильной растительности."
"При температуре 0°C вода начинает замерзать, превращаясь в лёд.","При температуре 0 градусов Цельсия вода начинает замерзать, превращаясь в лёд."
"Во время лесных пожаров температура огня может достигать 800°C, что приводит к мгновенному уничтожению растительности.","Во время лесных пожаров температура огня может достигать 800 градусов Цельсия, что приводит к мгновенному уничтожению растительности."
"В лаборатории химические реакции иногда требуют поддержания температуры до 150°C для эффективного протекания.","В лаборатории химические реакции иногда требуют поддержания температуры до 150 градусов Цельсия для эффективного протекания."
"Температура в тени достигала 35°C, что создавало невыносимую жару для пешеходов.","Температура в тени достигала 35 градусов Цельсия, что создавало невыносимую жару для пешеходов."
"Для обработки материалов в печах требуется температура до 1200°C, что делает их пригодными для использования в промышленности.","Для обработки материалов в печах требуется температура до 1200 градусов Цельсия, что делает их пригодными для использования в промышленности."
"На высоте 10 километров температура воздуха падает до -50°C, что учитывается при конструировании самолётов.","На высоте 10 километров температура воздуха падает до -50 градусов Цельсия, что учитывается при конструировании самолётов."
"Температура вулканической лавы достигает 1100°C, когда она вырывается на поверхность.","Температура вулканической лавы достигает 1100 градусов Цельсия, когда она вырывается на поверхность."
"В жарких пустынях дневная температура может превышать 45°C, что ограничивает время, проведённое на солнце.","В жарких пустынях дневная температура может превышать 45 градусов Цельсия, что ограничивает время, проведённое на солнце."
"Солнечные панели работают лучше всего при температуре около 25°C, но при более высоких температурах их эффективность снижается.","Солнечные панели работают лучше всего при температуре около 25 градусов Цельсия, но при более высоких температурах их эффективность снижается."
"Температура кипения воды при уровне моря составляет ровно 100°C.","Температура кипения воды при уровне моря составляет ровно 100 градусов Цельсия."
"Температура поверхности Венеры из-за парникового эффекта стабильно держится около 460°C.","Температура поверхности Венеры из-за парникового эффекта стабильно держится около 460 градусов Цельсия."
"Для закалки стали используется температура в 800°C, что придаёт металлу прочность.","Для закалки стали используется температура в 800 градусов Цельсия, что придаёт металлу прочность."
"Для правильного приготовления хлеба духовка должна быть разогрета до 180°C.","Для правильного приготовления хлеба духовка должна быть разогрета до 180 градусов Цельсия."
"Скорость испарения воды увеличивается при температуре выше 30°C, особенно в сухих условиях.","Скорость испарения воды увеличивается при температуре выше 30 градусов Цельсия, особенно в сухих условиях."
"При температуре выше 25°C повышается риск распространения инфекций среди растений и животных.","При температуре выше 25 градусов Цельсия повышается риск распространения инфекций среди растений и животных."
"Температура для оптимального роста культурных растений составляет около 20°C, что часто используется в теплицах.","Температура для оптимального роста культурных растений составляет около 20 градусов Цельсия, что часто используется в теплицах."
"Температура ядра Земли оценивается в 6000°C, что создаёт мощное магнитное поле.","Температура ядра Земли оценивается в 6000 градусов Цельсия, что создаёт мощное магнитное поле."
"Температура в сауне может достигать 90°C, создавая идеальные условия для очищения организма.","Температура в сауне может достигать 90 градусов Цельсия, создавая идеальные условия для очищения организма."
"Для сохранения продуктов необходима температура ниже 5°C, что предотвращает рост бактерий.","Для сохранения продуктов необходима температура ниже 5 градусов Цельсия, что предотвращает рост бактерий."
"На глубине океана температура воды составляет около 2°C, что замедляет жизненные процессы у обитателей.","На глубине океана температура воды составляет около 2 градусов Цельсия, что замедляет жизненные процессы у обитателей."
"В пустыне Гоби температура ночью падает до -20°C, что делает условия суровыми для жизни.","В пустыне Гоби температура ночью падает до -20 градусов Цельсия, что делает условия суровыми для жизни."
"Молекулы кислорода становятся сверхпроводящими при температуре ниже -183°C.","Молекулы кислорода становятся сверхпроводящими при температуре ниже -183 градусов Цельсия."
"Для посадки растений почва должна прогреться до 10°C, чтобы семена смогли прорасти.","Для посадки растений почва должна прогреться до 10 градусов Цельсия, чтобы семена смогли прорасти."
"Жидкий азот имеет температуру -196°C и используется для быстрого замораживания.","Жидкий азот имеет температуру -196 градусов Цельсия и используется для быстрого замораживания."
"При температуре 400°C древесина начинает выделять газ, который поддерживает горение.","При температуре 400 градусов Цельсия древесина начинает выделять газ, который поддерживает горение."
"На Марсе температура на экваторе может достигать 20°C днём, но ночью падает ниже -70°C.","На Марсе температура на экваторе может достигать 20 градусов Цельсия днём, но ночью падает ниже -70 градусов Цельсия."
"Чтобы плавить алюминий, требуется температура около 660°C, что достигается в печах.","Чтобы плавить алюминий, требуется температура около 660 градусов Цельсия, что достигается в печах."
"Температура в реакторе должна поддерживаться на уровне 300°C для стабильного протекания реакции.","Температура в реакторе должна поддерживаться на уровне 300 градусов Цельсия для стабильного протекания реакции."
"Для хранения некоторых вакцин требуется температура ниже -70°C, что усложняет их транспортировку.","Для хранения некоторых вакцин требуется температура ниже -70 градусов Цельсия, что усложняет их транспортировку."
"На Луне температура днём поднимается до 127°C, а ночью опускается до -173°C.","На Луне температура днём поднимается до 127 градусов Цельсия, а ночью опускается до -173 градусов Цельсия."
"В химическом производстве используется температура до 250°C для катализа реакций.","В химическом производстве используется температура до 250 градусов Цельсия для катализа реакций."
"Температура в клетках мозга не должна превышать 42°C, иначе может возникнуть тепловой удар.","Температура в клетках мозга не должна превышать 42 градуса Цельсия, иначе может возникнуть тепловой удар."
"При температуре 2000°C кварц начинает плавиться, переходя в жидкое состояние.","При температуре 2000 градусов Цельсия кварц начинает плавиться, переходя в жидкое состояние."
